Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
31916186,11/05/2015 08:18:00 AM,11/07/2015 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10002,23 CANAL STREET,CANAL STREET,ESSEX STREET,DIVISION STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,11/07/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,986940,199565,Unspecified,MANHATTAN,,,,,,,,40.71443615763,-73.990296542891,"(40.71443615763, -73.990296542891)"
31954100,11/10/2015 02:07:00 PM,11/12/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,MARKET STREET,MONROE STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,11/12/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,985840,198529,Unspecified,MANHATTAN,,,,,,,,40.71159285061041,-73.9942647439932,"(40.71159285061041, -73.9942647439932)"
31968758,11/12/2015 09:29:00 PM,11/13/2015 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,,,,,EAST 14 STREET,1 AVENUE,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,11/16/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,989085,205728,Unspecified,MANHATTAN,,,,,,,,40.731351188882584,-73.98255460051172,"(40.731351188882584, -73.98255460051172)"
31968857,11/12/2015 12:27:00 PM,11/12/2015 12:27:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,165 EAST BROADWAY,EAST BROADWAY,RUTGERS STREET,CANAL STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,11/12/2015 12:27:00 PM,03 MANHATTAN,MANHATTAN,987024,199429,Unspecified,MANHATTAN,,,,,,,,40.71406284416697,-73.98999359135139,"(40.71406284416697, -73.98999359135139)"
31975372,11/13/2015 12:46:00 PM,11/14/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,EAST BROADWAY,RUTGERS STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,11/14/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,986967,199425,Unspecified,MANHATTAN,,,,,,,,40.71405188280998,-73.99019920410063,"(40.71405188280998, -73.99019920410063)"
32027720,11/19/2015 03:46:00 PM,11/20/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,AVENUE D,EAST 12 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,11/20/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,991382,203819,Unspecified,MANHATTAN,,,,,,,,40.72610989629158,-73.97426870640514,"(40.72610989629158, -73.97426870640514)"
32118292,12/02/2015 03:25:00 PM,12/02/2015 03:25:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,EAST 12 STREET,AVENUE D,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,12/02/2015 03:25:00 PM,03 MANHATTAN,MANHATTAN,991382,203819,Unspecified,MANHATTAN,,,,,,,,40.72610989629158,-73.97426870640514,"(40.72610989629158, -73.97426870640514)"
32128521,12/03/2015 04:59:00 PM,12/04/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,1 PIKE STREET,PIKE STREET,ALLEN STREET,EAST BROADWAY,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,12/04/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,986247,199511,Unspecified,MANHATTAN,,,,,,,,40.71428812409012,-73.99279637145288,"(40.71428812409012, -73.99279637145288)"
32149820,12/07/2015 05:58:00 PM,12/08/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,EAST BROADWAY,PIKE STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,12/08/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,986267,199349,Unspecified,MANHATTAN,,,,,,,,40.71384346822521,-73.99272427548813,"(40.71384346822521, -73.99272427548813)"
32163488,12/10/2015 12:10:00 PM,12/14/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,EAST BROADWAY,EAST BROADWAY,PIKE STREET,,EAST BROADWAY,PIKE STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was removed from this location due to household and/or commercial waste being placed in and/or alongside the basket.,12/14/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,986267,199349,Unspecified,MANHATTAN,,,,,,,,40.71384346822521,-73.99272427548813,"(40.71384346822521, -73.99272427548813)"
32191073,12/12/2015 10:01:00 PM,12/14/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,DELANCY STREET,CHRYSTIE STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,12/14/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,986219,201582,Unspecified,MANHATTAN,,,,,,,,40.71997252866537,-73.99289676796991,"(40.71997252866537, -73.99289676796991)"
32207517,12/15/2015 06:29:00 PM,12/16/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,,,,,,120 EAST BROADWAY,PIKE STREET,INTERSECTION,,,DSNY Garage,Closed,,Â A Litter Basket was removed from this location due to household and/or commercial waste being placed in and/or alongside the basket.,12/16/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,,,,,,,,,,
32223352,12/17/2015 11:28:00 AM,12/17/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,DELANCY STREET,FDR,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,12/17/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,990723,199751,Unspecified,MANHATTAN,,,,,,,,40.714944724179205,-73.97665020158652,"(40.714944724179205, -73.97665020158652)"
32254820,12/22/2015 11:05:00 AM,12/23/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,MARKET STREET,MONROE STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,12/23/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,985840,198529,Unspecified,MANHATTAN,,,,,,,,40.71159285061041,-73.9942647439932,"(40.71159285061041, -73.9942647439932)"
32301841,12/30/2015 10:15:00 AM,12/30/2015 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,150 FORSYTH STREET,FORSYTH STREET,DELANCEY STREET,RIVINGTON STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,12/30/2015 12:00:00 PM,03 MANHATTAN,MANHATTAN,986523,201747,Unspecified,MANHATTAN,,,,,,,,40.72042534102089,-73.99180002229218,"(40.72042534102089, -73.99180002229218)"
32407780,01/13/2016 08:18:00 AM,01/14/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,EAST BROADWAY,RUTGERS STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,01/14/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,986967,199425,Unspecified,MANHATTAN,,,,,,,,40.71405188280998,-73.99019920410063,"(40.71405188280998, -73.99019920410063)"
32416053,01/14/2016 03:13:00 PM,01/15/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,69 MADISON STREET,MADISON STREET,CATHERINE STREET,MARKET STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,01/15/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,985203,198719,Unspecified,MANHATTAN,,,,,,,,40.71211444695136,-73.99656242657707,"(40.71211444695136, -73.99656242657707)"
32425886,01/15/2016 04:23:00 PM,01/16/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,HESTER STREET,ESSEX STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,01/16/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,987090,199972,Unspecified,MANHATTAN,,,,,,,,40.715553228452286,-73.98975528622384,"(40.715553228452286, -73.98975528622384)"
32426563,01/15/2016 04:22:00 PM,01/16/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,HESTER STREET,LUDLOW STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,01/16/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,986867,200060,Unspecified,MANHATTAN,,,,,,,,40.7157948361671,-73.99055967847579,"(40.7157948361671, -73.99055967847579)"
32445777,01/18/2016 01:01:00 PM,01/19/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,168 CLINTON STREET,CLINTON STREET,GRAND STREET,EAST BROADWAY,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,01/19/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,987900,200046,Unspecified,MANHATTAN,,,,,,,,40.71575604364784,-73.98683333833715,"(40.71575604364784, -73.98683333833715)"
32460025,01/20/2016 10:15:00 AM,01/20/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10038,,,,,MADISON STREET,CATHERINE STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was removed from this location due to household and/or commercial waste being placed in and/or alongside the basket.,01/20/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,985096,198703,Unspecified,MANHATTAN,,,,,,,,40.71207054163746,-73.99694838908702,"(40.71207054163746, -73.99694838908702)"
32463399,01/20/2016 02:20:00 PM,01/26/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,41 AVENUE A,AVENUE A,EAST 2 STREET,EAST 3 STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,01/26/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,988309,202892,Unspecified,MANHATTAN,,,,,,,,40.7235674501487,-73.9853562345479,"(40.7235674501487, -73.9853562345479)"
32519354,01/25/2016 03:54:00 PM,01/30/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,69 MADISON STREET,MADISON STREET,,,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,01/30/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,985203,198719,Unspecified,MANHATTAN,,,,,,,,40.71211444695136,-73.99656242657707,"(40.71211444695136, -73.99656242657707)"
32575248,02/01/2016 10:16:00 AM,02/01/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,JEFFERSON STREET,EAST BROADWAY,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,02/01/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,987382,199474,Unspecified,MANHATTAN,,,,,,,,40.714186238932925,-73.9887021882027,"(40.714186238932925, -73.9887021882027)"
32618728,02/06/2016 04:28:00 PM,02/09/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,168 CLINTON STREET,CLINTON STREET,GRAND STREET,EAST BROADWAY,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",02/09/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,987900,200046,Unspecified,MANHATTAN,,,,,,,,40.71575604364784,-73.98683333833715,"(40.71575604364784, -73.98683333833715)"
32645995,02/10/2016 02:18:00 PM,02/12/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10038,27 ST JAMES PLACE,ST JAMES PLACE,MADISON STREET,JAMES STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,02/12/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,984369,198640,Unspecified,MANHATTAN,,,,,,,,40.71189766127491,-73.99957075560673,"(40.71189766127491, -73.99957075560673)"
32709748,02/17/2016 01:16:00 PM,02/18/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,,,,,AVENUE A,EAST 3 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,02/18/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,988329,202922,Unspecified,MANHATTAN,,,,,,,,40.723649783681545,-73.9852840618191,"(40.723649783681545, -73.9852840618191)"
32711969,02/17/2016 03:22:00 PM,02/18/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,,,,,EAST 7 STREET,AVENUE A,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,02/18/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,988814,203798,Unspecified,MANHATTAN,,,,,,,,40.726053954118946,-73.98353371783699,"(40.726053954118946, -73.98353371783699)"
32717286,02/18/2016 09:01:00 PM,02/19/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,141 AVENUE A,AVENUE A,8 AVENUE,9 AVENUE,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,02/19/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,989024,204185,Unspecified,MANHATTAN,,,,,,,,40.72711606408808,-73.9827757922937,"(40.72711606408808, -73.9827757922937)"
32812935,03/02/2016 08:57:00 AM,03/02/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,71 CLINTON STREET,CLINTON STREET,STANTON STREET,RIVINGTON STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was removed from this location due to household and/or commercial waste being placed in and/or alongside the basket.,03/02/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,988416,201337,Unspecified,MANHATTAN,,,,,,,,40.719299300862,-73.98497117022119,"(40.719299300862, -73.98497117022119)"
32824993,03/03/2016 01:34:00 PM,03/04/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,MADISON STREET,CLINTON STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,03/04/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,987874,199007,Unspecified,MANHATTAN,,,,,,,,40.712904247484815,-73.9869276875745,"(40.712904247484815, -73.9869276875745)"
32829850,03/04/2016 11:03:00 AM,03/05/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10002,,,,,CHRYSTIE STREET,STANTON STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,03/05/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,986565,202467,Unspecified,MANHATTAN,,,,,,,,40.72240155631063,-73.9916482572405,"(40.72240155631063, -73.9916482572405)"
32831760,03/04/2016 08:18:00 AM,03/05/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10002,,,,,RIVINGTON STREET,PITT STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,03/05/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,989107,200970,Unspecified,MANHATTAN,,,,,,,,40.718291621736476,-73.98247865512654,"(40.718291621736476, -73.98247865512654)"
32835616,03/05/2016 09:47:00 AM,03/05/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,HESTER STREET,ESSEX STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,03/05/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,987090,199972,Unspecified,MANHATTAN,,,,,,,,40.715553228452286,-73.98975528622384,"(40.715553228452286, -73.98975528622384)"
32838678,03/05/2016 09:49:00 AM,03/05/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,LUDLOW STREET,HESTER STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,03/05/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,986867,200060,Unspecified,MANHATTAN,,,,,,,,40.7157948361671,-73.99055967847579,"(40.7157948361671, -73.99055967847579)"
32854701,03/07/2016 12:38:00 PM,03/08/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,EAST 2 STREET,AVENUE A,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,03/08/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,988199,202689,Unspecified,MANHATTAN,,,,,,,,40.723010314091134,-73.98575320366534,"(40.723010314091134, -73.98575320366534)"
32860844,03/08/2016 07:17:00 AM,03/08/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,AVENUE A,EAST 2 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,03/08/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,988199,202689,Unspecified,MANHATTAN,,,,,,,,40.723010314091134,-73.98575320366534,"(40.723010314091134, -73.98575320366534)"
32877164,03/09/2016 04:12:00 PM,03/10/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,58 AVENUE A,AVENUE A,EAST 4 STREET,EAST 5 STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,03/10/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,988474,203178,Unspecified,MANHATTAN,,,,,,,,40.72435237357708,-73.98476078003812,"(40.72435237357708, -73.98476078003812)"
33010445,03/28/2016 04:03:00 PM,03/30/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,334 GRAND STREET,GRAND STREET,ORCHARD STREET,LUDLOW STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,03/30/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,987006,200504,Unspecified,MANHATTAN,,,,,,,,40.71701346758616,-73.99005808107462,"(40.71701346758616, -73.99005808107462)"
33173254,04/19/2016 03:38:00 PM,04/22/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,AVENUE C,AVENUE C,EAST   11 STREET,EAST   12 STREET,,,BLOCKFACE,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,04/22/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,990662,204061,Unspecified,MANHATTAN,,,,,,,,40.72677467860116,-73.97686613853853,"(40.72677467860116, -73.97686613853853)"
33540399,06/06/2016 10:58:00 PM,06/07/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,177 HENRY STREET,HENRY STREET,RUTGERS STREET,JEFFERSON STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,06/07/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,987347,199224,Unspecified,MANHATTAN,,,,,,,,40.71350006091592,-73.98882855589635,"(40.71350006091592, -73.98882855589635)"
33569928,06/10/2016 07:55:00 PM,06/12/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,109 AVENUE A,AVENUE A,EAST 6 STREET,EAST 7 STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,06/12/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,988793,203767,Unspecified,MANHATTAN,,,,,,,,40.72596887746701,-73.9836095038645,"(40.72596887746701, -73.9836095038645)"
33631555,06/18/2016 11:52:00 AM,06/19/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,141 AVENUE A,AVENUE A,ST MARKS PLACE,EAST 9 STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,06/19/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,989024,204185,Unspecified,MANHATTAN,,,,,,,,40.72711606408808,-73.9827757922937,"(40.72711606408808, -73.9827757922937)"
33640576,06/20/2016 01:36:00 PM,06/22/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,MONROE STREET,MARKET STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,06/22/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,985840,198529,Unspecified,MANHATTAN,,,,,,,,40.71159285061041,-73.9942647439932,"(40.71159285061041, -73.9942647439932)"
33667549,06/22/2016 04:07:00 PM,06/23/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10038,27 ST JAMES PLACE,ST JAMES PLACE,MADISON STREET,JAMES STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,06/23/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,984369,198640,Unspecified,MANHATTAN,,,,,,,,40.71189766127491,-73.99957075560673,"(40.71189766127491, -73.99957075560673)"
33778799,07/06/2016 02:52:00 PM,07/08/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10002,,,,,RIVINGTON STREET,BOWERY,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,07/08/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,986044,202187,Unspecified,MANHATTAN,,,,,,,,40.7216331449677,-73.99352792494568,"(40.7216331449677, -73.99352792494568)"
33815635,07/08/2016 05:19:00 PM,07/10/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,132 1 AVENUE,1 AVENUE,EAST 7 STREET,ST MARKS PLACE,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,07/10/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,988310,204323,Unspecified,MANHATTAN,,,,,,,,40.727495196996195,-73.98535176350751,"(40.727495196996195, -73.98535176350751)"
33821201,07/11/2016 03:47:00 PM,07/12/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,143 CHRYSTIE STREET,CHRYSTIE STREET,BROOME STREET,DELANCEY STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,07/12/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,986179,201489,Unspecified,MANHATTAN,,,,,,,,40.7197172748752,-73.99304109593308,"(40.7197172748752, -73.99304109593308)"
33821247,07/11/2016 03:16:00 PM,07/12/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,118 ELDRIDGE STREET,ELDRIDGE STREET,GRAND STREET,BROOME STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,07/12/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,986498,200965,Unspecified,MANHATTAN,,,,,,,,40.71827894560044,-73.99189047239493,"(40.71827894560044, -73.99189047239493)"
33857438,07/15/2016 03:36:00 PM,07/17/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10002,105 ALLEN STREET,ALLEN STREET,,,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,07/17/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,986869,201183,Unspecified,MANHATTAN,,,,,,,,40.71887720114779,-73.99055202693332,"(40.71887720114779, -73.99055202693332)"
33874602,07/18/2016 08:36:00 AM,07/19/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,105 ALLEN STREET,ALLEN STREET,BROOME STREET,DELANCEY STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,07/19/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,986869,201183,Unspecified,MANHATTAN,,,,,,,,40.71887720114779,-73.99055202693332,"(40.71887720114779, -73.99055202693332)"
33887205,07/20/2016 10:46:00 AM,07/21/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,MONROE STREET,MARKET STREET,MONROE STREET,MARKET STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,07/21/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,985840,198529,Unspecified,MANHATTAN,,,,,,,,40.71159285061041,-73.9942647439932,"(40.71159285061041, -73.9942647439932)"
